1,7
2,11
3,5
4,5
5,10
6,10
7,11
8,8
16,9
13,6
28,7
19,8
10,8
11,6
27,6
23,9
30,5
18,5
9,7
22,2
17,5
24,6
26,6
15,5
14,4
20,4
25,5
29,3
12,2
21,1
