6,10
7,22
8,16
9,13
10,18
11,6
12,13
13,15
15,12
16,16
17,20
28,13
1,12
24,15
3,19
4,6
22,7
27,3
23,7
25,14
30,9
20,9
18,17
26,14
5,4
29,12
