9,5
20,6
17,8
22,6
28,7
16,5
12,4
1,3
15,6
3,9
29,5
4,8
11,3
7,9
18,8
25,5
30,2
6,7
24,8
13,3
10,6
26,5
8,4
5,2
27,2
