17,68
24,103
10,94
3,74
16,99
18,110
6,55
20,94
25,99
15,74
13,87
9,96
7,93
30,116
12,58
1,114
29,102
4,71
28,65
8,112
1,114
12,57
16,99
18,107
22,74
6,55
9,92
29,100
25,97
26,72
23,74
5,83
27,71
11,75
21,27
19,34
2,39
14,31
