4,97
1,103
27,112
2,93
9,107
29,105
30,101
8,106
24,97
15,105
12,117
16,99
26,113
22,112
28,123
20,117
14,104
21,103
10,116
3,98
19,101
25,92
13,106
18,102
6,114
6,114
11,91
17,89
23,91
5,86
7,96
